Year (coverage),Source Folder,Source File,Area,Risk-assessed Population,With history of smoking (Female),With history of smoking (Male),Binge Drinkers (Female),Binge Drinkers (Male),With Insufficient Physical Activity (Female),With Insufficient Physical Activity (Male),Consumed Unhealthy Diet (Female),Consumed Unhealthy Diet (Male),Overweight (Female),Overweight (Male),Obese (Female),Obese (Male)
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1614,City of Las Piñas,39160,1534,2843,1263,0,7474,4392,4467,3567,393,1498,1837,2011
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1615,Quirino,17906,728,1518,0,2857,0,581,2174,692,953,1016,351,143
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1616,City of Iligan,7618,17,0,420,673,4,389,1,59,569,0,139,97
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1617,Misamis Occidental,24428,0,0,1104,0,0,128,698,94,393,0,82,445
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1618,Samar,21783,2301,4413,2935,3903,15,562,0,0,63,996,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1619,Ifugao,26178,477,862,294,594,134,31,0,0,5162,1088,4884,389
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1620,Agusan del Norte,26130,1480,1728,0,0,0,1913,754,85,2533,1792,1093,404
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1621,Basilan,4621,0,343,4621,0,160,48,4621,55,3080,4621,148,33
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1622,City of San Juan,3656,15,17,175,168,424,26,38,89,595,826,0,35
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1623,Region 2,539519,2856,31622,7539,47951,0,31315,54424,24561,28564,29798,3370,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1624,Apayao,14524,0,752,146,1001,8,235,174,0,10,0,158,940
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1625,Batanes,2912,3,302,278,803,0,218,370,14,235,121,386,132
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1626,City of Lucena,17471,795,136,0,1027,20,675,1508,0,2611,2026,2596,276
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1627,Negros Occidental,75039,3023,0,5101,2042,0,1405,0,445,3953,4047,1291,1750
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1628,City of Marikina,1710,31,159,85,103,612,0,264,128,5,93,252,53
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1629,City of Lapu-Lapu,15556,254,432,0,1402,551,49,2928,692,3160,324,523,297
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1630,City of Butuan,18163,533,542,368,550,0,53,949,0,3105,73,0,24
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1631,La Union,29296,311,2259,1242,442,218,162,116,117,3858,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1632,Davao del Norte,70145,0,0,5882,13815,5947,5840,0,10441,5511,14587,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1633,Iloilo,73513,2300,0,801,15440,2,0,0,1017,2553,972,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1634,City of Marikina,1694,81,15,68,124,366,180,475,179,13,28,155,94
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1635,Nueva Ecija,30798,1021,4150,1387,178,373,732,244,985,296,294,270,162
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1636,NCR,422106,8073,20,688,23834,0,16139,5389,1247,16668,21873,6328,7370
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1637,Sarangani,17672,0,2077,0,1364,403,471,83,374,1042,564,247,42
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1638,City of Pasig,29250,1226,142,299,848,185,0,240,0,3103,4989,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1639,Sarangani,42885,0,3392,0,0,1507,205,1929,609,0,658,1991,966
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1640,City of Tacloban,16228,0,1162,53,1377,0,149,0,3,168,301,32,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1641,Rizal,75650,2600,1005,5165,10075,639,209,5525,1086,4037,567,4838,5479
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1642,Isabela,229213,1615,14673,1474,21903,3420,23045,0,13326,12128,11561,712,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1643,Surigao del Norte,23740,499,2,1225,0,0,1052,3890,1989,1336,317,543,20
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1644,City of Muntinlupa,11176,72,659,0,24,161,0,123,50,4417,2141,0,4
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1645,Guimaras,29000,911,2758,41,258,0,51,178,612,0,640,405,230
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1646,Nueva Ecija,397032,12004,47801,19500,56109,9932,11668,19332,4541,10247,21344,2645,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1647,Batanes,2040,76,176,540,0,271,58,306,214,0,132,49,151
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1648,Kalinga,22363,783,117,376,4005,124,14,96,132,479,2863,56,881
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1649,City of Mandaue,12661,0,0,0,978,40,75,1838,91,0,33,243,149
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1650,Apayao,14891,177,0,142,24,249,42,12,223,378,0,2279,574
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1651,Bohol,30308,423,18547,990,4009,1754,0,4325,0,23084,1997,10827,870
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1652,Davao de Oro,30224,784,0,669,12,2173,1385,2339,1743,4278,5423,0,2699
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1653,Pasay City,15221,164,453,0,0,0,523,551,248,138,297,91,251
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1654,Aklan,9887,59,772,743,0,0,198,204,950,1291,952,477,278
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1655,City of Zamboanga,30440,283,3619,312,0,289,352,416,136,1838,382,611,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1656,City of Bacolod,8058,343,550,461,1176,0,0,0,25,2101,42,48,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1657,City of Butuan,23709,0,2187,1965,3141,0,84,208,72,3464,417,353,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1658,Pangasinan,110752,100430,5301,529,103318,0,0,143,469,3883,3425,1262,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1659,Albay,25587,349,1864,262,161,0,0,590,2769,184,664,174,161
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1660,Sultan Kudarat,63027,490,3891,824,6146,0,0,222,0,4295,0,82,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1661,Agusan del Sur,30832,1036,2335,2232,2177,2053,1327,2269,1923,223,788,0,828
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1662,CAR,109887,2410,0,0,10872,2256,0,553,0,137,9878,5445,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1663,Southern Leyte,59652,0,6435,5465,0,368,235,108,398,3554,216,236,724
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1664,Rizal,80210,5548,7597,0,7391,2425,1631,200,409,0,1367,0,7139
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1665,Masbate,25269,1723,0,2351,7336,0,0,0,2029,0,9119,0,620
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1666,Mountain Province,19333,0,1036,0,1237,6,0,0,21,119,1020,1234,149
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1667,City of Baguio,9418,0,66,112,118,36,104,82,45,4981,1890,4132,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1668,Pateros,1821,29,0,0,0,12,29,46,15,15,0,8,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1669,Zambales,115751,0,6769,2503,6741,0,1954,4632,973,1827,4461,1462,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1670,Lanao del Norte,30014,0,208,384,0,1874,0,0,1486,1188,0,0,40
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1671,Region 1,322635,3946,52489,4044,14486,0,168,0,0,19461,1053,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1672,Southern Leyte,30759,860,4197,2783,5073,6,0,0,0,3812,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1673,Mountain Province,30114,0,661,0,640,68,0,0,0,0,2066,3384,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1674,Camarines Norte,51118,472,5451,696,0,649,0,464,0,516,1395,675,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1675,Quirino,14324,328,1188,0,722,1040,506,1518,107,0,0,0,19
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1676,BARMM,154401,215,10629,1074,154401,0,3170,154401,2603,10695,136545,3030,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1677,City of Isabela,13644,105,44,133,873,13,420,726,402,210,617,443,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1678,City of Lapu-Lapu,29089,828,520,1589,967,524,0,5591,1278,40,3376,437,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1679,City of Bacolod,7799,227,0,88,1231,0,0,88,0,1625,747,75,115
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1680,Southern Leyte,50381,1714,6025,4064,1949,158,0,425,0,5640,6854,357,847
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1681,Sultan Kudarat,158604,0,21873,2769,5911,3800,989,1866,0,0,1199,5324,1779
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1682,City of Cebu,23231,3180,15472,0,0,2286,1500,2956,1709,12438,740,1310,7391
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1683,Negros Occidental,205268,5353,38293,708,0,0,0,0,3817,200,2381,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1684,City of Davao,79056,3280,4667,6971,650,25485,0,19022,5906,1131,5115,898,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1685,Occidental Mindoro,19447,1233,64,1242,5890,1740,577,2866,750,1889,843,104,62
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1686,Maguindanao del Norte,18880,14126,13,0,265,0,0,232,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1687,Region 10,125121,633,293,6995,0,0,514,298,1915,0,2581,735,91
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1688,City of Muntinlupa,10580,316,234,178,814,0,0,147,17,40,0,0,23
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1689,Antique,28202,746,47,365,1970,735,0,1246,156,1297,631,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1690,City of Mandaue,10717,46,116,339,506,252,63,0,86,0,261,94,187
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1691,Camarines Sur,31881,603,3791,2420,3598,3597,2097,0,1459,3413,735,302,49
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1692,Iloilo,103724,0,5057,0,17524,0,204,0,0,6666,3306,836,98
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1693,City of Butuan,27974,1503,0,1640,266,0,334,1696,0,54,3044,254,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1694,Abra,13451,84,600,653,68,0,0,0,0,1131,716,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1695,Davao de Oro,64954,0,984,0,289,21305,453,0,358,0,6542,186,1730
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1696,City of Bacolod,8078,141,435,597,628,0,38,0,0,719,703,34,45
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1697,Capiz,51891,1441,2967,835,5591,13,2709,0,872,0,774,615,828
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1698,Rizal,76328,961,2728,2458,7460,184,0,0,0,14972,1982,9603,1284
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1699,Dinagat Islands,3907,72,323,40,663,31,0,19,21,0,420,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1700,Isabela,146851,1682,0,1506,581,561,8397,8841,13362,4105,5377,0,3615
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1701,Surigao del Norte,29758,1532,3158,1089,4986,3089,1741,4007,1547,3385,2064,926,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1702,Occidental Mindoro,10906,180,2878,794,2833,0,897,828,208,1083,0,259,62
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1703,Special Geographic Area (SGA),15650,13956,15650,0,318,15650,150,15650,0,694,11,435,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1704,City of Bacolod,13671,449,0,614,823,0,133,166,0,2692,0,29,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1705,Southern Leyte,27327,84,1062,2044,6485,0,0,93,0,2846,111,213,108
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1706,Davao de Oro,29958,159,4811,1561,4121,0,3676,476,2144,7129,4651,5084,843
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1707,Mountain Province,27914,0,1159,0,2424,0,54,470,184,3325,1922,1504,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1708,Region 8,1,0,0,0,0,0,0,0,0,1,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1709,Lanao del Norte,41435,847,0,305,1572,0,1205,0,2633,0,103,306,937
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1710,Marinduque,4482,0,0,75,147,26,0,15,0,0,0,81,8
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1711,Benguet,21564,167,894,481,1731,306,19,116,0,4952,2381,380,218
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1712,City of Caloocan,39036,235,148,945,0,368,66,0,0,891,223,321,68
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1713,Capiz,134068,0,9847,4751,9370,3332,4803,0,0,3003,1226,5026,2196
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1714,Apayao,22946,509,1588,384,2213,29,0,0,806,133,1454,0,1642
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1715,City of Iloilo,24414,688,680,94,795,0,133,258,265,822,0,136,60
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1716,Zamboanga del Sur,32327,1025,4978,706,1471,1344,0,595,1156,1938,0,310,58
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1717,City of Cebu,50736,909,32537,2254,30,22002,0,0,3246,205,4032,2606,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1718,Eastern Samar,35852,0,395,253,3614,35,0,232,0,0,534,91,303
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1719,City of Malabon,18297,3,0,14,1509,115,344,0,207,3260,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1720,City of Puerto Princesa,2867,177,594,361,358,0,0,0,11,641,645,424,61
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1721,City of Isabela,7474,9,0,247,155,10,0,0,435,0,495,78,25
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1722,Aklan,16158,853,664,1368,2057,100,191,224,640,168,92,148,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1723,City of Lapu-Lapu,21651,184,192,1913,235,0,695,81,879,751,753,236,135
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1724,City of Zamboanga,28853,1338,1023,0,2234,121,308,1753,342,338,1274,328,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1725,Tarlac,30195,271,1212,831,1312,0,0,0,213,346,1334,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1726,Batangas,28921,0,0,1382,7587,167,33,37,0,2990,0,1720,2428
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1727,Cotabato,51434,401,4402,531,0,0,0,0,0,3881,0,348,899
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1728,City of Las Piñas,10480,0,1012,370,0,1956,1239,0,0,0,531,1050,252
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1729,City of Malabon,12768,417,623,483,0,0,0,0,0,0,0,149,221
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1730,South Cotabato,20983,46,1035,265,1864,157,0,0,0,1666,0,1478,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1731,Northern Samar,16382,800,2208,626,2379,158,0,107,0,886,0,0,40
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1732,City of Butuan,26993,586,192,1186,3053,0,0,161,154,4422,473,430,566
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1733,Region 6,429467,6701,29929,13076,18527,11620,6006,13777,9842,0,10603,8219,3572
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1734,Region 11,1,0,0,0,1,0,0,0,0,0,0,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1735,Lanao del Sur,45527,39880,2496,636,628,0,43103,38593,1557,4865,4113,1067,1131
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1736,Laguna,74251,1826,5422,2476,380,0,735,0,0,5971,997,0,5482
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1737,Surigao del Norte,32904,534,3612,2792,4597,406,1917,2419,103,0,3047,323,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1738,City of Manila,48662,0,438,1504,74,2276,0,480,0,341,0,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1739,City of Dagupan,29032,769,1635,2015,2618,71,0,0,102,875,0,392,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1740,Northern Samar,39349,1167,0,3121,528,959,170,473,0,5516,3622,0,271
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1741,South Cotabato,20394,479,0,204,2100,282,0,0,0,0,0,0,748
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1742,City of Navotas,31363,1483,836,2595,2370,0,3854,5410,1936,284,3242,3187,130
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1743,City of Dagupan,4126,131,14,229,206,53,40,0,0,107,148,0,49
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1744,Region 2,260120,6090,19090,5542,28995,18434,13566,20609,24985,17190,991,7550,914
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1745,City of Manila,26840,0,260,0,135,148,817,46,121,125,0,331,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1746,Davao Oriental,33659,845,5521,2982,3571,9052,5816,9986,8784,580,222,123,1032
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1747,Oriental Mindoro,48761,2877,9292,3271,0,1091,1852,10,2300,0,0,3229,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1748,City of Parañaque,9202,0,144,0,152,0,43,420,0,0,82,15,25
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1749,Lanao del Norte,34919,0,0,1443,2975,45,0,464,0,563,226,506,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1750,Region 10,131990,53,340,6439,7160,0,4038,904,0,6153,0,0,3641
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1751,City of Iloilo,27993,481,931,552,893,1242,0,39,355,1106,521,0,209
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1752,Bataan,62075,0,449,0,1385,154,388,1425,333,4934,1426,0,63
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1753,City of Lucena,28830,0,335,797,3076,0,850,62,6981,6481,2609,3894,225
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1754,Davao Oriental,23435,0,3526,0,2497,9,2467,7377,3799,98,137,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1755,Zamboanga Sibugay,30631,1069,3543,140,1635,638,0,336,329,700,279,1172,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1756,City of Naga,7080,214,841,107,549,524,0,742,217,0,391,279,77
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1757,Negros Occidental,81564,3851,9907,4349,14946,0,819,1736,0,605,5053,171,535
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1758,Region 12,429373,4198,13010,15222,56863,0,1554,4378,0,11760,14733,3686,23590
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1759,Agusan del Sur,29582,470,1739,1013,4874,91,583,100,1825,0,1441,584,485
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1760,Ifugao,12431,106,506,0,0,0,0,0,58,2534,213,901,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1761,Apayao,27992,0,913,0,2358,22,0,0,349,0,0,3754,847
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1762,Basilan,4187,79,2862,0,0,120,3321,40,0,210,4187,110,56
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1763,City of Iligan,5893,100,9,322,619,426,0,0,0,99,304,63,4
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1764,Benguet,16597,0,1081,591,1167,314,0,0,5,2368,589,151,284
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1765,Mountain Province,24826,27,612,84,404,0,0,60,40,2650,1390,326,57
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1766,Quirino,16586,0,1157,0,819,768,1471,1754,1114,1234,527,76,254
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1767,Abra,16963,396,1069,470,1409,397,78,282,0,1159,1034,1528,104
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1768,City of Manila,34821,276,505,833,70,147,349,2122,1273,55,444,0,321
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1769,Region 4B,1,0,0,0,0,0,0,0,0,0,0,0,0
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1770,Aklan,11466,115,1249,122,267,35,67,0,0,1056,152,251,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1771,Antique,68247,1118,0,436,0,0,1055,1395,0,0,1992,819,476
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1772,Lanao del Sur,105364,1301,6112,0,2081,0,3346,0,0,0,78872,927,133
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1773,City of Iligan,7046,319,80,387,578,0,16,0,0,0,66,496,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1774,La Union,39685,0,1819,1089,2048,0,0,213,512,344,1140,0,97
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1775,NIR,257293,5977,18091,7565,39125,6575,3768,0,0,10721,0,6290,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1776,Batangas,214649,11628,0,619,44204,3088,4492,0,1537,15272,23740,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1777,Siquijor,11659,264,1098,908,1718,0,0,77,127,752,887,0,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1778,Tawi-Tawi,5315,85,31,0,569,271,1,365,88,5315,285,130,0
1st Quarter 2025,Synthetic,Risk Factor AD synthetic row 1779,Pateros,2864,10,60,0,59,3,0,26,0,22,33,0,50
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1780,NIR,229887,0,34826,14135,43148,2978,2896,227,5907,0,0,5868,4527
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1781,South Cotabato,20132,186,2255,460,1886,0,337,0,8,48,1384,1800,162
3rd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1782,Quezon City,96315,0,1336,2876,4235,6757,1028,981,439,76,857,0,0
2nd Quarter 2025,Synthetic,Risk Factor AD synthetic row 1783,Davao del Norte,31490,433,3563,2697,415,6192,4322,7592,26,0,2277,0,0
